Processor Manufacturer,Processor Series,Processor Model,RAM Type,RAM Memory,Internal Memory Type SSD,Internal Memory Type HDD,Graphics Card Manufacturer,Dedicated Graphics Memory,Graphics Card Model,manufacturer,org_price,store,Screen Resolution,Screen Type,Screen Size
Intel,Corei7,1250U,DDR5,16,1024,0,Intel,4,Intel Iris Xe,asus,201999000,meghdad,2560*1920,FOLED,17.3
Intel,Corei5,1135G7,DDR4,32,512,1024,Nvidia,2,MX350 GDDR5,dell,34990000,meghdad,768 * 1366,HD,15.6
Intel,Corei5,1135G7,DDR4,16,512,1024,Nvidia,2,MX350 GDDR5,dell,32750000,meghdad,768 * 1366,HD,15.6
Intel,Corei5,11400H,DDR4,32,512,0,Nvidia,4,GeForce RTX3050,asus,45289000,meghdad,1080 * 1920 ,IPS,15.6
Apple,M2,M2 8 Cores,Unified,8,0,0,Apple,4,Integrated10Cores,apple,74490000,digikala,,IPS,
Intel,Corei5,1235U,DDR4,8,256,0,Nvidia,2,GeForce MX۵۵۰,lenovo,41000000,meghdad,1080 * 1920 ,IPS,14
Intel,Corei7,12700H,DDR5,16,0,0,Nvidia,4,GeForceRTX3060,asus,69982220,digikala,,IPS,
Intel,Corei7,12700H,DDR5,32,0,0,Nvidia,4,GeForceRTX3070GDDR6,lenovo,85800000,digikala,,IPS,
Intel,Corei7,1260P,DDR4,16,512,0,Nvidia,4,RTX 3050,acer,40800000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,1355U,DDR4,16,0,0,Intel,4,IrisXe,msi,46225000,digikala,,IPS,
Intel,Corei7,11370H,DDR4,8,0,0,Nvidia,4,GeForceGTX1650,lenovo,40950000,digikala,,IPS,
Intel,Corei5,1235U,DDR4,8,0,0,Nvidia,4,GeForceMX550,lenovo,42195000,digikala,,IPS,
Intel,Corei5,12500H,DDR4,8,512,0,Nvidia,4,GeForce RTX3050,asus,45809000,meghdad,1080 * 1920 ,IPS,15.6
AMD,Ryzen5,5600H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,32600000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,16,0,0,Intel,4,IrisXe,asus,33100000,digikala,,IPS,
Intel,Corei7,12700H,DDR4,16,512,0,Nvidia,8,Geforce RTX4060 GDDR6 ,asus,66249000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,12500H,DDR4,16,512,0,Nvidia,4,GeForce RTX3050,asus,46324000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,11300H,DDR4,16,256,1024,Nvidia,4,NVIDIA Geforce GTX 1650,lenovo,36000000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,11400H,DDR4,16,1024,0,Nvidia,4,GeForce RTX3050,asus,44789000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,13700H,DDR4,16,0,0,Nvidia,4,GeForceRTX4050,asus,69400000,digikala,,IPS,
Intel,Corei7,12650H,DDR4,16,0,0,Nvidia,4,GeForceRTX3060,lenovo,57260000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,8,0,0,Nvidia,4,GeForceMX550,lenovo,47999000,digikala,,IPS,
Intel,Corei5,13420H,DDR4,16,512,0,Nvidia,6,RTX 3050,hp,42500000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,11300H,DDR4,32,256,1024,Nvidia,4,NVIDIA Geforce GTX 1650,lenovo,38000000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,11800H,DDR4,32,1024,0,Nvidia,8,GeForce RTX 3070 GDDR6,hp,62190000,meghdad,1080 * 1920 ,IPS,16
Intel,Corei7,11800H,DDR4,16,1024,0,Nvidia,8,GeForce RTX 3070 GDDR6,hp,60900000,meghdad,1080 * 1920 ,IPS,16
AMD,Ryzen5,5500U,DDR4,8,0,0,AMD,4,RADEONRXVEGA7,asus,33900000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,32,512,0,Nvidia,4,GeForce RTX2050,asus,39519000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,1235U,DDR4,16,0,0,Intel,4,IrisXe,asus,30100000,digikala,,IPS,
Intel,Corei7,11370H,DDR4,32,0,0,Nvidia,4,GeForceGTX1650,lenovo,46200000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,24,0,0,AMD,4,RadeonGraphics,asus,33600000,digikala,,IPS,
AMD,Ryzen3,7320U,DDR5,4,0,0,AMD,4,RadeonGraphics,asus,19780000,digikala,,IPS,
Intel,Corei7,12700H,DDR5,16,0,0,Nvidia,4,GeForceRTX3060,asus,69982220,digikala,,IPS,
Intel,Corei7,12650H/BGA,DDR5,24,0,0,Nvidia,4,GeForceRTX3050,asus,62790000,digikala,,IPS,
Intel,Corei7,12650H,DDR5,32,0,0,Nvidia,4,GeForceRTX3070,asus,70950000,digikala,,IPS,
AMD,Ryzen7,6800H,DDR5,16,0,0,Nvidia,4,GeForceRTX3060,lenovo,62999000,digikala,,IPS,
AMD,Ryzen7,6800H,DDR5,16,0,0,Nvidia,4,GeForceRTX3060GDDR6,asus,64000000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,24,0,0,AMD,4,RadeonGraphics,asus,31000000,digikala,,IPS,
AMD,Ryzen7,5800H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,33470000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,64,0,0,Nvidia,4,GeForceRTX4060,lenovo,83050000,digikala,,IPS,
Intel,Corei7,1165G7,DDR4,16,0,0,Nvidia,4,GeForceMX450,lenovo,36500000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,8,0,0,Intel,4,IrisXe,asus,31769000,digikala,,IPS,
Intel,Corei7,12700H,DDR5,32,0,0,Nvidia,4,GeForceRTX3070GDDR6,lenovo,89950000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,16,0,0,Nvidia,4,GeForceRTX4060,lenovo,58700000,digikala,,IPS,
Intel,Corei7,13700H,DDR4,16,0,0,Nvidia,4,GeForceRTX3050,hp,59990000,digikala,,IPS,
Intel,Corei5,12450H,DDR4,16,0,0,Nvidia,4,GeForceRTX3050,acer,40949000,digikala,,IPS,
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,asus,19490000,digikala,,IPS,
Intel,Corei5,10300H,DDR4,16,0,0,Nvidia,4,GeForceGTX1650,asus,37000000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,32,0,0,Nvidia,4,GeForceRTX4050,lenovo,63000000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,64,0,0,Nvidia,4,GeForceRTX4060,lenovo,80900000,digikala,,IPS,
Intel,Corei7,12650H,DDR4,16,0,0,Nvidia,4,GeForceRTX3060,lenovo,52999000,digikala,,IPS,
Intel,Corei5,11300H,DDR4,8,0,0,Nvidia,4,GeForce RTX 3050,asus,36900000,digikala,,IPS,
Intel,Corei7,12650H,DDR4,16,0,0,Nvidia,4,GeForceRTX3050,lenovo,48500000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,16,0,0,Intel,4,IrisXe,asus,31550000,digikala,,IPS,
Intel,Corei5,1135G7,DDR4,8,0,0,Nvidia,4,GeForceMX350,asus,32500000,digikala,,IPS,
Intel,Corei5,1035G1,DDR4,12,0,0,Intel,4,UHDGraphics,asus,28421000,digikala,,IPS,
Intel,Corei5,11320H,DDR4,8,0,0,Nvidia,4,GeForceGTX1650,lenovo,35000000,digikala,,IPS,
AMD,Ryzen7,6800H,DDR5,16,0,0,Nvidia,4,GeForceRTX3050,asus,54300000,digikala,,IPS,
Apple,M2,M2 8 Cores,Unified,8,0,0,Apple,4,Integrated10Cores,apple,79150000,digikala,,IPS,
Intel,Corei7,13700H,DDR4,16,0,0,Intel,4,UHDGraphics,asus,47040000,digikala,,IPS,
Apple,M2,8 Core,Unified,8,0,0,Apple,4,10CoreApple-designedintegratedGPU,apple,73990000,digikala,,IPS,
Apple,M2Pro,M2 Pro,unified memory,16,1024,0,Apple,4,دارای 19 هسته پردازش گرافیکی,apple,127000000,meghdad,3024*1964,IPS,14.2
Apple,M2Pro,M2 Pro,unified memory,16,512,0,Apple,4,دارای 16 هسته پردازش گرافیکی,apple,104900000,meghdad,3024*1964,IPS,14.2
Apple,M2Pro,M2 Pro,unified memory,16,1024,0,Apple,4,دارای 19 هسته پردازش گرافیکی,apple,125500000,meghdad,3024*1964,IPS,14.2
Apple,M2Pro,M2 Pro,unified memory,16,512,0,Apple,4,دارای 16 هسته پردازش گرافیکی,apple,104500000,meghdad,3024*1964,IPS,14.2
Intel,Corei5,11300H,DDR4,8,256,0,Nvidia,4,NVIDIA Geforce GTX 1650,lenovo,34000000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,1235U,DDR4,16,0,0,Intel,4,IrisXe,asus,36680000,digikala,,IPS,
AMD,Ryzen7,5800H,DDR4,16,0,0,Nvidia,4,GeForceRTX3070,lenovo,58800000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,40,0,0,Nvidia,4,GeForceRTX2050,asus,46300000,digikala,,IPS,
Intel,Corei7,1165G7,DDR4,16,0,0,Nvidia,4,GeforceMX450,lenovo,37400000,digikala,,IPS,
Intel,Corei5,10300H,DDR4,16,0,0,Nvidia,4,GeForceGTX1650,asus,37000000,digikala,,IPS,
Intel,Corei7,13700H,DDR4,16,0,0,Intel,4,UHDGraphics,asus,48000000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,8,512,0,Nvidia,2,MX570 GDDR6,hp,39550000,meghdad,768 * 1366,IPS,15.6
Intel,Corei7,1255U,DDR4,16,1024,0,Nvidia,2,MX570 GDDR6,hp,41750000,meghdad,768 * 1366,IPS,15.6
Intel,Corei7,11800H,DDR4,16,0,0,Nvidia,4,GeForceRTX3070LaptopGPU,hp,59490000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,32,0,0,Intel,4,IrisXe,hp,57190000,digikala,,IPS,
Intel,Corei5,12500H,DDR4,16,0,0,Nvidia,4,GeforceRTX3050GDDR6,hp,44000000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,24,0,0,Intel,4,IrisXeGraphics,lenovo,32890000,digikala,,IPS,
Intel,Corei5,13420H,DDR4,8,512,0,Nvidia,6,RTX 3050,hp,41800000,meghdad,1080 * 1920 ,IPS,15.6
Apple,M2Pro,M2 Pro,unified memory,16,1024,0,Apple,4,دارای 19 هسته پردازش گرافیکی,apple,129000000,meghdad,3456*2234,IPS,16.2
Intel,Corei5,12450H,DDR5,16,0,0,Nvidia,4,GeForceRTX4050,msi,53900000,digikala,,IPS,
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,asus,23426700,digikala,,IPS,
Intel,Corei7,13620H,DDR5,16,0,0,Nvidia,4,GeForceRTX4050,msi,67000000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,64,0,0,Nvidia,4,GeForceRTX4050,lenovo,74400000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,8,0,0,Nvidia,4,GeForceMX550,lenovo,49300000,digikala,,IPS,
Intel,Corei9,12900HX,DDR5,32,0,0,Nvidia,4,GeForceRTX3080Ti,lenovo,153220000,digikala,,IPS,
Intel,Corei7,1260P,DDR5,32,0,0,Intel,4,IrisXe,asus,56250000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,16,0,0,Nvidia,4,GeForceMX570AGDDR6LaptopGPU,hp,37490000,digikala,,IPS,
Intel,Corei5,12450H,DDR5,8,0,0,Nvidia,4,GeForceRTX2050,msi,47650000,digikala,,IPS,
Intel,Corei9,13900H,DDR4,16,0,0,Nvidia,4,GeForceRTX4060,asus,78999000,digikala,,IPS,
Intel,Corei5,1135G7,DDR4,8,0,0,Nvidia,4,GeForceMX350,asus,32500000,digikala,,IPS,
Intel,Corei9,13980HX,DDR5,64,0,0,Nvidia,4,GeForceRTX4090,msi,279900000,digikala,,IPS,
Intel,Corei7,12650H,DDR5,16,0,0,Nvidia,4,GeForceRTX4070,msi,86885000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,8,512,0,Nvidia,4,GeForce RTX3050,asus,42249000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,12700H,DDR5,32,0,0,Nvidia,4,GeForceRTX3060,lenovo,70900000,digikala,,IPS,
Intel,Corei7,12700H,DDR4,16,0,0,Nvidia,4,GeForceRTX3050Ti,lenovo,51350000,digikala,,IPS,
Apple,M2Pro,M2 Pro,unified memory,16,512,0,Apple,4,دارای 19 هسته پردازش گرافیکی,apple,113000000,meghdad,3456*2234,IPS,16.2
Intel,Corei3,I3 1115G4,DDR4,4,512,0,Nvidia,2,MX450,lenovo,16200000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,11400H,DDR4,16,512,0,Nvidia,4,GeForce RTX2050,asus,37814000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,1355U,DDR4,16,1024,0,Intel,4,Iris Xe Graphics,hp,60400000,meghdad,1080 * 1920 ,IPS,14
AMD,Ryzen7,6800H,DDR5,16,1024,0,Nvidia,4,GeForce RTX3050,asus,49789000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,13620H,DDR5,16,0,0,Intel,4,GeForceRTX4050,msi,72900000,digikala,,IPS,
Intel,Corei7,1355U,DDR4,16,1024,0,Intel,4,Iris Xe Graphics,hp,81600000,meghdad,1080 * 1920 ,IPS,13.5
Intel,Corei3,I3 1115G4,DDR4,4,256,0,Nvidia,2,MX450,lenovo,15650000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei3,I3 1115G4,DDR4,4,256,0,Nvidia,2,MX450,lenovo,19650000,meghdad,1080 * 1920 ,IPS,15.6
AMD,Ryzen5,5600H,DDR4,8,0,0,AMD,4,RadeonGraphics,asus,27000000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,8,0,0,AMD,4,RadeonGraphics,asus,28750000,digikala,,IPS,
AMD,Ryzen9,7940HS,DDR5,32,0,0,Nvidia,4,GeForceRTX4070,asus,92900000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,24,0,0,Nvidia,4,GeForceRTX2050,asus,45280000,digikala,,IPS,
AMD,Ryzen7,4800H,DDR4,16,0,0,Nvidia,4,GeForceRTX3050Ti,asus,59900000,digikala,,IPS,
Intel,Corei9,13900H,DDR5,32,0,0,Nvidia,4,GeForceRTX4060,hp,109290000,digikala,,IPS,
AMD,Ryzen9,6900HX,DDR5,16,0,0,Nvidia,4,GeForceRTX3060GDDR6,asus,74440400,digikala,,IPS,
AMD,Ryzen7,6800H,DDR5,32,0,0,Nvidia,4,GeForceRTX3070Ti,asus,70690000,digikala,,IPS,
AMD,Ryzen5,7520U,DDR5,8,0,0,AMD,4,RADEON610M,hp,23900000,digikala,,IPS,
AMD,Ryzen7,6800HS,DDR5,16,0,0,Nvidia,4,GeForceRTX3070Ti,asus,65500000,digikala,,IPS,
AMD,Ryzen3,7320U,DDR5,4,0,0,AMD,4,RadeonGraphics,asus,18400000,digikala,,IPS,
AMD,Ryzen9,7940HS,DDR5,32,0,0,Nvidia,4,GeForceRTX4070,asus,92900000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,8,0,0,Nvidia,4,GeForceRTX2050,asus,42680000,digikala,,IPS,
Intel,Corei7,1355U,LPDDR5,16,0,0,Intel,4,IntegratedIntelIrisXeGraphics,lenovo,62950000,digikala,,IPS,
Intel,Corei7,12700H,DDR4,8,0,0,Nvidia,4,GeForceRTX3050TI,lenovo,50400000,digikala,,IPS,
Intel,Corei5,1135G7,DDR4,8,0,0,Nvidia,4,GeForceMX450,lenovo,29925000,digikala,,IPS,
Intel,Corei3,1115G4,DDR4,4,0,0,Nvidia,4,GeForceMX330,asus,19780000,digikala,,IPS,
Intel,Corei7,13700H,DDR5,16,0,0,Nvidia,4,GEFORCERTX4060GDDR6,lenovo,75999000,digikala,,IPS,
Intel,Corei9,12900H,DDR4,16,0,0,Nvidia,4,GeForceRTX3070Ti,asus,115500000,digikala,,IPS,
AMD,Ryzen9,6900HX,DDR5,32,1024,0,Nvidia,6,Geforce RTX 3060,asus,69514000,meghdad,1080 * 1920 ,IPS,17.3
Intel,Corei7,13650HX,DDR5,16,0,0,Nvidia,4,GeForceRTX4060,asus,79091200,digikala,,IPS,
AMD,Ryzen7,5800H,DDR4,8,0,0,AMD,4,RadeonGraphics,asus,31590000,digikala,,IPS,
Intel,Corei3,1215U,DDR4,4,0,0,Intel,4,IntelUHDGraphics,asus,20940000,digikala,,IPS,
AMD,Ryzen7,5800H,DDR4,16,0,0,Nvidia,4,GeForceRTX3070,lenovo,57500000,digikala,,IPS,
AMD,Ryzen3,7320U,DDR5,4,0,0,AMD,4,RadeonGraphics,asus,17480000,digikala,,IPS,
AMD,Ryzen7,7735HS,DDR5,16,0,0,Nvidia,4,GeForceRTX4060,asus,73350000,digikala,,IPS,
AMD,Ryzen7,6800H,DDR5,32,0,0,Nvidia,4,GeForceRTX3060,hp,61000000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,64,0,0,Nvidia,4,GeForceRTX4060,lenovo,86950000,digikala,,IPS,
AMD,Ryzen9,6900HX,DDR5,32,2048,0,Nvidia,6,Geforce RTX 3060,asus,72014000,meghdad,1080 * 1920 ,IPS,17.3
AMD,Ryzen5,5600H,DDR4,24,0,0,AMD,4,RadeonGraphics,asus,32040000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,30900000,digikala,,IPS,
AMD,Ryzen7,6800H,DDR5,16,0,0,Nvidia,4,GeForceRTX3060,hp,57300000,digikala,,IPS,
Intel,Corei3,1115G4,DDR4,4,0,0,Nvidia,4,GeForceMX450,lenovo,15900000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,32,0,0,Nvidia,4,GeForceRTX4050,lenovo,66000000,digikala,,IPS,
Intel,Corei9,13980HX,DDR5,16,0,0,Nvidia,4,GeForceRTX4080,asus,175280000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,30900000,digikala,,IPS,
Intel,Corei7,13700H,DDR4,16,0,0,Intel,4,UHDGraphics,asus,48000000,digikala,,IPS,
Intel,Corei7,12700H,DDR4,16,0,0,Nvidia,4,GeforceRTX4050,asus,60900000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,12,0,0,AMD,4,RadeonGraphics,asus,32450000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,8,0,0,Nvidia,4,GeForceRTX3050,asus,44240000,digikala,,IPS,
Intel,Corei5,1240P,DDR4,16,512,0,Nvidia,4,RTX 3050,acer,36990000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,1240P,DDR4,16,1024,0,Nvidia,4,RTX 3050,acer,38500000,meghdad,1080 * 1920 ,IPS,15.6
AMD,Ryzen9,7845HX,DDR5,32,0,0,Nvidia,4,GeForceRTX4090,asus,199900000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,16,1024,0,Nvidia,4,GeForce RTX2050,asus,39249000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,12700H,DDR4,16,1024,0,Nvidia,8,Geforce RTX4060 GDDR6 ,asus,67514000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,1235U,DDR4,8,0,0,Nvidia,4,GeForceMX550,lenovo,42195000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,32,0,0,Nvidia,4,GeForceRTX4060,lenovo,82900000,digikala,,IPS,
AMD,Ryzen7,5800H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,32530000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,31950000,digikala,,IPS,
AMD,Ryzen5,7530U,DDR4,16,0,0,AMD,4,RadeonRXVEGA7,asus,30220000,digikala,,IPS,
AMD,Ryzen7,7735HS,DDR5,32,0,0,Nvidia,4,GeForceRTX4060,asus,78500000,digikala,,IPS,
Intel,Corei7,1355U,DDR4,8,512,0,Nvidia,4,GeForce MX550 GDDR6 - 2GB,hp,43200000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,1335U,DDR4,8,512,0,Nvidia,4,GeForce MX550 GDDR6 - 2GB,hp,36488000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,1335U,DDR4,8,1024,0,Nvidia,4,GeForce MX550 GDDR6 - 2GB,hp,38255000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,12700H,DDR5,8,0,0,Nvidia,4,GeForceRTX3050Ti,acer,54500000,digikala,,IPS,
Intel,Corei7,1355U,DDR4,16,1024,0,Nvidia,4,GeForce MX550 GDDR6 - 2GB,hp,46600000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei7,1355U,DDR4,16,1024,0,Nvidia,4,GeForce RTX 3050 GDDR6 - 4GB,hp,70900000,meghdad,1080 * 1920 ,IPS,15.6
Intel,Corei5,12500H,DDR5,8,0,0,Nvidia,4,GeForceGTX1650,hp,41400000,digikala,,IPS,
Intel,Corei7,11370H,DDR4,16,0,0,Nvidia,4,GeForceGTX1650,lenovo,42990000,digikala,,IPS,
Intel,Corei7,13700H,DDR4,16,0,0,Nvidia,4,GeForceRTX4050,asus,75000000,digikala,,IPS,
Intel,Corei7,1355U,DDR4,16,0,0,Intel,4,IrisXe,asus,35200000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,32,0,0,Nvidia,4,GeForceRTX4060,lenovo,75900000,digikala,,IPS,
Intel,Corei7,1355U,LPDDR4X,16,0,0,Intel,4,IrisXe,hp,75190000,digikala,,IPS,
Intel,Corei7,1255U,DDR4,8,0,0,Intel,4,IrisXeGraphics,lenovo,28400000,digikala,,IPS,
Intel,Corei7,12700H,DDR5,32,0,0,Nvidia,4,GeForceRTX3070,lenovo,79800000,digikala,,IPS,
Intel,Corei7,12650H,DDR5,16,0,0,Nvidia,4,GeForceRTX4070,msi,89990000,digikala,,IPS,
Intel,Corei7,11370H,DDR4,8,0,0,Nvidia,4,GeForceGTX1650,lenovo,42650000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,30100000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,32,0,0,Nvidia,4,GeForceRTX2050,asus,44950000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,16,0,0,AMD,4,RadeonGraphics,asus,31950000,digikala,,IPS,
Intel,Corei5,11400H,DDR4,8,0,0,Nvidia,4,GeForceRTX2050,asus,41300000,digikala,,IPS,
Intel,Corei9,13900H,DDR4,16,0,0,Nvidia,4,GeForceRTX4060,asus,84900000,digikala,,IPS,
Intel,Corei7,12700H,DDR5,16,0,0,Nvidia,4,"RTX3050Ti,GDDR6",msi,61990000,digikala,,IPS,
Intel,Corei9,13900H,DDR5,32,0,0,Nvidia,4,GeForceRTX4060,hp,103930000,digikala,,IPS,
Intel,Corei5,12500H,DDR4,8,0,0,Nvidia,4,GeforceRTX3050GDDR6,hp,43000000,digikala,,IPS,
Intel,Corei7,1355U,LPDDR4X,16,0,0,Intel,4,IrisXe,hp,75190000,digikala,,IPS,
Apple,M2,"M2 chip with 8‑core CPU, 10‑core GPU, 16‑core Neural Engine",unified memory,8,512,0,Apple,4,10core GPU16-core Neural Engine100GB/s memory bandwidth,apple,75000000,meghdad,1600 * 2560,IPS,13.3
Intel,Corei5,1035G1,DDR4,20,0,0,Intel,4,UHDGraphics,asus,30448300,digikala,,IPS,
Intel,Corei5,13500H,DDR4,16,0,0,Intel,4,UHDGraphics,asus,38950000,digikala,,IPS,
Intel,Corei7,11800H,DDR4,32,0,0,Nvidia,4,GeForceRTX3060LaptopGPU,hp,54490000,digikala,,IPS,
Intel,Corei9,12900H,DDR5,16,0,0,Nvidia,4,GeForceRTX3060,asus,78735000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,32,0,0,Nvidia,4,GeForceRTX4060,lenovo,75900000,digikala,,IPS,
Intel,Corei7,1260P,DDR4,16,0,0,Nvidia,4,GeForceRTX3050,acer,42099000,digikala,,IPS,
Intel,Corei7,12650H,DDR5,16,0,0,Nvidia,4,GeForceRTX3070-8GBGDDR6,asus,70400000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,16,0,0,Nvidia,4,GEFORCERTX4050,lenovo,59200000,digikala,,IPS,
Intel,Corei7,1260P,DDR4,16,0,0,Nvidia,4,GeForceRTX3050,acer,43799000,digikala,,IPS,
Intel,Corei5,1240P,DDR4,8,0,0,Nvidia,4,GeForceRTX3050,acer,36950000,digikala,,IPS,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX350,asus,36000000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,16,0,0,Nvidia,4,GeForceRTX4050,lenovo,53590000,digikala,,IPS,
Intel,Corei7,13700HX,DDR5,16,0,0,Nvidia,4,GeForceRTX4070,acer,86790000,digikala,,IPS,
Intel,Corei7,1280P,DDR5,16,1024,0,Intel,4,Intel® Iris® Xe,msi,68800000,meghdad,1080 * 1920 ,IPS,13.4
Apple,M2,"M2 chip with 8‑core CPU, 10‑core GPU, 16‑core Neural Engine",unified memory,8,256,0,Apple,4,10core GPU16-core Neural Engine100GB/s memory bandwidth,apple,69000000,meghdad,1600 * 2560,IPS,13.3
Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,unified memory,8,512,0,Apple,4,10 هسته ای,apple,73000000,meghdad,1600 * 2560,IPS,13.6
Apple,M2,"M2 chip with 8‑core CPU, 10‑core GPU, 16‑core Neural Engine",unified memory,8,256,0,Apple,4,10core GPU16-core Neural Engine100GB/s memory bandwidth,apple,69000000,meghdad,1600 * 2560,IPS,13.3
Apple,M2,"M2 chip with 8‑core CPU, 10‑core GPU, 16‑core Neural Engine",unified memory,8,512,0,Apple,4,10core GPU16-core Neural Engine100GB/s memory bandwidth,apple,75000000,meghdad,1600 * 2560,IPS,13.3
Intel,Corei3,I3 1115G4,DDR4,8,256,0,Nvidia,2,MX450,lenovo,20250000,meghdad,1080 * 1920 ,IPS,15.6
Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,unified memory,8,512,0,Apple,4,10 هسته ای,apple,74300000,meghdad,1600 * 2560,IPS,13.6
Intel,Corei7,12700H,DDR5,16,0,0,Nvidia,4,GeForceRTX3060,asus,69982220,digikala,,IPS,
Intel,Corei5,11400H,DDR4,8,0,0,Nvidia,4,GeForceRTX2050,asus,39370000,digikala,,IPS,
Intel,Corei7,1355U,DDR4,8,1024,0,Nvidia,4,GeForce MX550 GDDR6 - 2GB,hp,44950000,meghdad,1080 * 1920 ,IPS,15.6
Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,unified memory,8,512,0,Apple,4,10 هسته ای,apple,73300000,meghdad,1600 * 2560,IPS,13.6
Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,unified memory,8,512,0,Apple,4,10 هسته ای,apple,73388000,meghdad,1600 * 2560,IPS,13.6
Intel,Corei9,12900H,DDR4,16,0,0,Nvidia,4,GeForceRTX3070Ti,msi,94650000,digikala,,IPS,
Intel,Corei7,13620H,DDR5,32,0,0,Nvidia,4,GeForceRTX4060,lenovo,76900000,digikala,,IPS,
Intel,Corei5,12450H,DDR4,8,0,0,Nvidia,4,GeForceRTX4050,msi,51990000,digikala,,IPS,
Intel,Corei5,13500H,DDR4,32,0,0,Intel,4,UHDGraphics,asus,40375000,digikala,,IPS,
AMD,Ryzen7,6800H,DDR5,32,0,0,Nvidia,4,GeForceRTX3070Ti,asus,70690000,digikala,,IPS,
AMD,Ryzen5,5600H,DDR4,8,0,0,AMD,4,RadeonGraphics,asus,28100000,digikala,,IPS,
